age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
45.0,Self-emp-not-inc,189324.0,HS-grad,9.0,Divorced,Protective-serv,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
28.0,Private,312456.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0.0,0.0,38.0,India,<=50K
52.0,Federal-gov,98765.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
23.0,Private,178943.0,Assoc-voc,11.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,35.0,Mexico,<=50K
61.0,Self-emp-not-inc,234567.0,HS-grad,9.0,Widowed,Other-service,Not-in-family,,,,,,,<=50K
35.0,Self-emp-not-inc,289231.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50.0,United-States,>50K
45.0,Private,157839.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,60.0,India,>50K
52.0,Self-emp-not-inc,234567.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,20000.0,0.0,45.0,United-States,>50K
29.0,Private,189234.0,Bachelors,13.0,Never-married,Sales,Own-child,Black,Male,5178.0,0.0,55.0,United-States,>50K
38.0,Federal-gov,278901.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
42.0,Self-emp-inc,156789.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999.0,0.0,65.0,China,>50K
50.0,,,,,,,,,,,,,,>50K
34.0,Private,216843.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
42.0,Self-emp-not-inc,157874.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
28.0,Private,312946.0,Some-college,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
55.0,Local-gov,98712.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,45.0,United-States,<=50K
38.0,Private,189234.0,Bachelors,13.0,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,38.0,Philippines,<=50K
47.0,Self-emp-not-inc,156432.0,11th,7.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,<=50K
22.0,Private,234.0,,,,,,,,,,,,<=50K
42.0,Private,234567.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15000.0,0.0,50.0,United-States,>50K
38.0,Self-emp-not-inc,189234.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.0,200.0,45.0,United-States,>50K
55.0,Local-gov,345678.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,5000.0,0.0,60.0,India,>50K
29.0,Private,198765.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,>50K
48.0,Self-emp-inc,267890.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,25000.0,0.0,55.0,United-States,>50K
35.0,Federal-gov,156789.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,,,,,>50K
34.0,Private,235714.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
45.0,Self-emp-not-inc,158326.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
28.0,Private,234567.0,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
52.0,Local-gov,345678.0,Masters,14.0,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,35.0,India,<=50K
37.0,Private,456789.0,Bachelors,13.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,45.0,United-States,<=50K
41.0,Private,567890.0,11th,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
23.0,Private,678901.0,,,,,,,,,,,,<=50K
34.0,Private,231412.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
42.0,Self-emp-not-inc,158243.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
28.0,Private,189721.0,Some-college,10.0,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0.0,0.0,35.0,Philippines,<=50K
55.0,Local-gov,287612.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
23.0,Private,142389.0,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,38.0,United-States,<=50K
38.0,Self-emp-not-inc,345678.0,Assoc-voc,11.0,Divorced,Protective-serv,Unmarried,Black,Male,0.0,0.0,40.0,United-States,<=50K
61.0,Private,198765.0,,,,,,,,,,,,<=50K
42.0,Private,215646.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
28.0,Local-gov,189321.0,Some-college,10.0,Never-married,Protective-serv,Own-child,Black,Male,0.0,0.0,40.0,United-States,<=50K
34.0,Self-emp-not-inc,287432.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
55.0,Self-emp-inc,412356.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,15024.0,0.0,60.0,India,<=50K
25.0,Private,178654.0,Assoc-voc,11.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
38.0,Federal-gov,256789.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,,,,,,,,<=50K
45.0,Private,123456.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,5000.0,200.0,50.0,United-States,>50K
38.0,Self-emp-not-inc,234567.0,HS-grad,9.0,Divorced,Sales,Not-in-family,Black,Male,2000.0,100.0,45.0,United-States,>50K
52.0,Local-gov,345678.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,8000.0,300.0,60.0,India,>50K
29.0,Private,456789.0,Some-college,10.0,Never-married,Tech-support,Own-child,White,Female,1000.0,50.0,40.0,United-States,>50K
61.0,Self-emp-inc,567890.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15000.0,500.0,55.0,United-States,>50K
42.0,Private,678901.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,3000.0,150.0,45.0,United-States,>50K
36.0,Federal-gov,,,,,,,,,,,,,>50K
34.0,Private,187543.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
45.0,Self-emp-not-inc,234567.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,2000.0,500.0,50.0,United-States,<=50K
28.0,Private,156789.0,Some-college,10.0,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,38.0,India,<=50K
52.0,Local-gov,345678.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,1500.0,200.0,40.0,United-States,<=50K
39.0,Private,267890.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,42.0,Jamaica,<=50K
23.0,Private,189012.0,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
60.0,Self-emp-not-inc,298.0,,,,,,,,,,,,<=50K
34.0,Private,256456.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
28.0,Local-gov,189324.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,38.0,United-States,<=50K
45.0,Self-emp-not-inc,345678.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,2000.0,0.0,50.0,India,<=50K
52.0,Self-emp-inc,289765.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1500.0,45.0,United-States,<=50K
23.0,Private,198765.0,Assoc-voc,11.0,Never-married,Sales,Own-child,Black,Male,0.0,0.0,35.0,United-States,<=50K
37.0,Federal-gov,234567.0,Doctorate,16.0,Married-civ-spouse,,,,,,,,,<=50K
34.0,Private,189647.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
28.0,Self-emp-not-inc,234567.0,HS-grad,9.0,Never-married,Sales,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
45.0,Local-gov,178923.0,Some-college,10.0,Divorced,Protective-serv,Unmarried,White,Female,0.0,0.0,35.0,United-States,<=50K
52.0,Self-emp-inc,345678.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,2000.0,0.0,60.0,India,<=50K
23.0,Private,123456.0,Bachelors,13.0,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
37.0,Federal-gov,456789.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
41.0,Private,567.0,,,,,,,,,,,,<=50K
45.0,Private,234567.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15000.0,2000.0,50.0,United-States,>50K
52.0,Self-emp-not-inc,189234.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,20000.0,1500.0,60.0,India,>50K
38.0,Local-gov,156789.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,30000.0,0.0,45.0,Jamaica,>50K
47.0,Private,198765.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,25000.0,1000.0,55.0,United-States,>50K
61.0,Self-emp-inc,167890.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50000.0,3000.0,70.0,United-States,>50K
39.0,Private,145678.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,18000.0,1200.0,48.0,United-States,>50K
,,,,,,,,,,,,,,>50K
34.0,Private,234567.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
28.0,Self-emp-not-inc,189234.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,Black,Male,0.0,0.0,50.0,United-States,<=50K
45.0,Local-gov,345678.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,35.0,United-States,<=50K
52.0,Self-emp-inc,456789.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,15000.0,0.0,45.0,India,<=50K
23.0,Private,567890.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
39.0,Federal-gov,678901.0,Bachelors,13.0,Divorced,Protective-serv,,,,,,,,<=50K
45.0,Self-emp-not-inc,287927.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,50.0,United-States,>50K
38.0,Federal-gov,123456.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,India,>50K
52.0,Self-emp-inc,234567.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,50000.0,0.0,60.0,United-States,>50K
29.0,Private,345678.0,Bachelors,13.0,Never-married,Sales,Own-child,Black,Male,5178.0,0.0,45.0,United-States,>50K
61.0,Self-emp-not-inc,456789.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
34.0,Private,567890.0,Some-college,10.0,Married-civ-spouse,,,,,,,,,>50K
42.0,Private,141579.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178.0,0.0,40.0,United-States,<=50K
