age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
32,Private,203578,Some-college,10,Never-married,Priv-house-serv,Not-in-family,White,Female,-4,1819,30,United-States,<=50K
29,Private,253172,Bachelors,13,Never-married,Craft-repair,Own-child,White,Female,8,0,40,United-States,<=50K
34,Local-gov,318445,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-7,1,40,United-States,<=50K
55,Private,143504,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,White,Male,7178,-1,45,United-States,>50K
67,Self-emp-not-inc,280556,1st-4th,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,-3,1,58,United-States,<=50K
34,Federal-gov,248918,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,-12,0,40,United-States,<=50K
36,Private,204343,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,8075,1,40,United-States,>50K
34,Private,173054,Bachelors,10,Divorced,Craft-repair,Not-in-family,White,Female,15417,1,60,United-States,<=50K
63,Private,203571,7th-8th,3,Divorced,Machine-op-inspct,Unmarried,White,Female,-4,0,40,Nicaragua,<=50K
25,Private,38075,Some-college,7,Never-married,Protective-serv,Own-child,White,Male,23,0,37,United-States,<=50K
55,Local-gov,289567,10th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,-3,0,50,United-States,<=50K
66,Private,119022,9th,6,Divorced,Other-service,Unmarried,White,Male,-1,0,40,United-States,<=50K
38,State-gov,222346,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,5,0,35,United-States,<=50K
78,Local-gov,241595,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,-15,0,40,United-States,>50K
31,Federal-gov,38155,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,8,0,36,United-States,<=50K
37,Local-gov,163968,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,-12,0,40,United-States,<=50K
22,Private,142532,Bachelors,13,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,12,0,40,United-States,>50K
68,Self-emp-not-inc,181681,9th,3,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,12,1,40,United-States,<=50K
58,Private,193352,7th-8th,4,Divorced,Other-service,Unmarried,Black,Female,-17,0,30,United-States,<=50K
20,Never-worked,547724,HS-grad,9,Never-married,?,Own-child,White,Female,-25,1,31,United-States,<=50K
46,Private,143638,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,16,1,40,United-States,>50K
35,Private,375623,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,9,-1,61,United-States,<=50K
28,Federal-gov,205221,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,-3,0,20,Italy,>50K
55,Federal-gov,209604,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3508,-1,40,United-States,<=50K
23,Private,250126,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,White,Female,-23,1849,40,United-States,<=50K
43,Private,166146,Some-college,10,Separated,Craft-repair,Unmarried,White,Male,26,-1,40,United-States,<=50K
19,?,87526,Bachelors,13,Never-married,?,Own-child,White,Female,3695,0,12,United-States,<=50K
24,?,159664,Masters,14,Never-married,?,Not-in-family,White,Female,-3,-1,23,United-States,<=50K
20,Private,158448,Some-college,10,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Female,-12,1,25,United-States,<=50K
33,Local-gov,243216,Bachelors,13,Never-married,Protective-serv,Not-in-family,Black,Female,2,1,40,United-States,<=50K
32,Private,167127,Masters,14,Never-married,Craft-repair,Not-in-family,White,Female,4,0,40,El-Salvador,<=50K
61,Local-gov,184653,Prof-school,16,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,-1,0,40,Dominican-Republic,>50K
34,Private,197303,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,-21,0,40,United-States,<=50K
44,Federal-gov,248472,Some-college,9,Married-civ-spouse,Protective-serv,Husband,White,Male,3,2055,40,United-States,>50K
46,?,190564,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,12,1,40,United-States,>50K
26,Local-gov,207574,Masters,14,Divorced,Craft-repair,Not-in-family,Black,Female,-13,0,40,Philippines,<=50K
39,Local-gov,409012,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,-24,0,40,United-States,<=50K
62,Private,107265,10th,6,Never-married,Other-service,Not-in-family,White,Female,6,1,40,United-States,<=50K
29,Local-gov,265042,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,-32,0,40,United-States,<=50K
30,Local-gov,110071,Some-college,10,Separated,Other-service,Unmarried,White,Female,-6,0,31,United-States,<=50K
39,Private,268708,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,-9,1845,40,United-States,>50K
44,Local-gov,209830,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,-11,0,40,United-States,>50K
29,Private,141041,Assoc-voc,10,Never-married,Tech-support,Not-in-family,White,Female,17,0,19,United-States,<=50K
67,Local-gov,162020,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,23,1,50,United-States,>50K
64,Federal-gov,337038,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,7619,1,40,United-States,<=50K
53,Federal-gov,183091,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Male,3705,1,40,United-States,<=50K
25,Private,291818,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,24,0,31,United-States,<=50K
29,State-gov,218634,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,-5,0,40,United-States,<=50K
30,?,176210,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,4,1890,40,United-States,<=50K
25,Private,89155,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,-14,0,17,United-States,<=50K
37,Private,49921,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,8,1,40,United-States,<=50K
36,Private,154597,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,8,2125,40,United-States,<=50K
29,State-gov,125983,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,-8,1698,40,Ecuador,<=50K
53,Private,146321,5th-6th,4,Widowed,Other-service,Other-relative,White,Male,4293,0,40,El-Salvador,>50K
34,Federal-gov,201053,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,-1,0,40,United-States,<=50K
19,Private,195730,10th,7,Never-married,Sales,Not-in-family,White,Female,7,1,21,United-States,<=50K
20,Self-emp-not-inc,33788,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Male,10,0,40,United-States,<=50K
40,Self-emp-not-inc,224552,7th-8th,5,Married-civ-spouse,Craft-repair,Husband,Black,Male,3509,0,40,China,<=50K
47,Self-emp-not-inc,167371,HS-grad,9,Married-AF-spouse,?,Not-in-family,White,Female,-31,0,50,United-States,<=50K
33,Private,284416,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Male,-21,1,31,Haiti,<=50K
49,Private,226939,HS-grad,9,Married-AF-spouse,Adm-clerical,Wife,Black,Female,3168,0,40,United-States,<=50K
54,Federal-gov,232352,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,7686,0,40,France,>50K
40,Self-emp-inc,209480,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7541,1,40,United-States,>50K
43,Self-emp-inc,122161,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,14625,1847,31,Canada,>50K
36,Private,233925,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,1,0,40,Greece,<=50K
32,Private,206874,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,-10,0,40,United-States,<=50K
61,Local-gov,84792,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,-16,1,44,United-States,<=50K
31,Private,175959,Bachelors,13,Separated,Sales,Not-in-family,White,Female,-5,1,40,United-States,<=50K
17,?,259260,Some-college,10,Never-married,?,Not-in-family,Asian-Pac-Islander,Female,-29,0,13,United-States,<=50K
35,Private,38148,Some-college,10,Separated,Other-service,Unmarried,White,Female,1,-1,50,United-States,<=50K
54,State-gov,196559,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7321,0,40,United-States,<=50K
53,State-gov,201130,HS-grad,9,Married-AF-spouse,Other-service,Wife,White,Female,4167,-1,14,United-States,<=50K
26,Local-gov,272579,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,21,1,51,United-States,<=50K
62,Local-gov,184601,Masters,14,Widowed,Prof-specialty,Husband,White,Female,-8,0,40,United-States,<=50K
37,Private,194749,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,60,Cuba,<=50K
35,Private,173987,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,6,1,40,United-States,<=50K
55,Private,207224,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,-11,-1,40,United-States,<=50K
41,Local-gov,210471,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,-3,1,40,United-States,>50K
50,Local-gov,203674,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,7631,0,40,United-States,>50K
30,Private,165788,11th,14,Never-married,Sales,Not-in-family,White,Male,4,-1,59,United-States,<=50K
23,Private,210149,HS-grad,9,Never-married,Tech-support,Not-in-family,Black,Female,11,1,40,United-States,<=50K
23,Private,285990,Some-college,10,Never-married,Protective-serv,Own-child,Black,Male,-2,1850,45,United-States,<=50K
23,Private,177539,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Other,Female,-1,1,22,United-States,<=50K
22,Private,215518,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,-11,1,40,United-States,<=50K
25,Private,440275,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,1911,40,England,<=50K
46,Private,214057,Masters,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,17,1904,40,United-States,>50K
35,Private,300082,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,-1,0,40,United-States,<=50K
51,Private,232957,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-28,0,44,United-States,<=50K
50,State-gov,150607,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,7852,0,50,United-States,>50K
33,Private,152829,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3,0,50,United-States,<=50K
22,Private,87892,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,3781,1,40,United-States,<=50K
52,Federal-gov,182101,HS-grad,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,-6,0,45,United-States,<=50K
59,Self-emp-not-inc,191335,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7200,0,49,United-States,>50K
62,Local-gov,173904,Bachelors,13,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,7805,-1,40,United-States,>50K
29,Private,166724,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,-21,1,22,Ecuador,<=50K
20,?,223448,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Female,-3,-1,13,United-States,<=50K
63,Private,190159,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Black,Male,7762,0,40,United-States,>50K
65,Self-emp-inc,246288,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,4288,0,45,United-States,>50K
59,Local-gov,201779,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,-19,2210,88,United-States,<=50K
51,Private,196795,11th,7,Widowed,Machine-op-inspct,Not-in-family,White,Female,22,-1,13,United-States,<=50K
74,Private,158829,1st-4th,4,Widowed,Other-service,Not-in-family,White,Female,1,1,13,United-States,<=50K
40,Federal-gov,138712,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-4,0,40,United-States,>50K
38,Local-gov,343927,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,16,0,40,United-States,>50K
41,Federal-gov,122126,7th-8th,3,Widowed,Craft-repair,Not-in-family,Black,Male,-7,0,40,Ireland,<=50K
37,Federal-gov,49296,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,-8,1,38,United-States,<=50K
34,Local-gov,168264,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,21,1,40,Poland,<=50K
28,Private,260584,Masters,14,Never-married,Tech-support,Not-in-family,White,Female,-25,0,24,United-States,<=50K
42,Private,161645,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,7,0,14,United-States,<=50K
26,Private,305615,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,-10,2,44,United-States,>50K
18,?,222818,Some-college,10,Never-married,?,Own-child,White,Male,1,0,9,United-States,<=50K
31,Local-gov,24151,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,3809,1,37,United-States,>50K
29,State-gov,99198,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,15056,0,51,Taiwan,>50K
64,State-gov,135124,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,3,1,40,Iran,>50K
25,Self-emp-inc,130635,Some-college,10,Married-spouse-absent,Other-service,Unmarried,White,Female,4049,1767,45,United-States,<=50K
41,Self-emp-not-inc,149804,Doctorate,13,Married-civ-spouse,Sales,Husband,White,Male,14555,0,44,United-States,>50K
25,Private,206993,11th,7,Never-married,Other-service,Not-in-family,Black,Female,16,0,40,United-States,<=50K
33,Federal-gov,30534,Assoc-voc,11,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,7,1,37,United-States,<=50K
50,Private,200980,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,6,0,45,United-States,>50K
54,Private,156727,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15188,-1,51,United-States,>50K
24,Private,204707,5th-6th,12,Never-married,Adm-clerical,Unmarried,White,Female,-19,0,36,England,<=50K
26,Private,272011,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,24,0,49,United-States,>50K
63,Private,88785,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,4,0,16,United-States,<=50K
62,Private,188447,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,7699,1,40,United-States,>50K
24,Private,186222,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,-23,1,15,United-States,<=50K
21,?,89478,11th,7,Never-married,?,Own-child,White,Female,0,0,12,United-States,<=50K
39,Local-gov,30345,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,8,0,40,United-States,>50K
53,Private,218235,1st-4th,4,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,3,-1,40,Japan,<=50K
55,State-gov,192050,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,-30,1,50,United-States,>50K
37,Private,174655,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,3,0,40,United-States,<=50K
65,Private,232046,Assoc-acdm,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,7751,0,40,Cambodia,>50K
56,Self-emp-inc,190184,7th-8th,15,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,-3,0,40,Philippines,>50K
28,Local-gov,317498,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,6,0,40,China,>50K
36,Private,353311,Assoc-acdm,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,-7,1,40,Guatemala,<=50K
24,Private,287514,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,-10,1,61,United-States,>50K
17,Private,38089,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Female,6,2,40,United-States,<=50K
36,Private,160346,11th,6,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,-4,0,10,Italy,<=50K
36,Self-emp-not-inc,155184,7th-8th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,3414,0,40,United-States,<=50K
51,Self-emp-not-inc,105285,Doctorate,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7706,0,60,United-States,>50K
30,Federal-gov,42834,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Male,-17,0,40,United-States,<=50K
43,Local-gov,139969,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,-16,1,40,United-States,<=50K
17,?,83491,HS-grad,9,Never-married,?,Not-in-family,Asian-Pac-Islander,Female,3350,0,40,United-States,<=50K
60,Self-emp-not-inc,213672,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,Black,Female,18,-1,40,United-States,<=50K
42,State-gov,221530,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4077,0,49,United-States,>50K
37,Private,201271,Some-college,10,Widowed,Exec-managerial,Unmarried,White,Female,16,0,24,United-States,<=50K
54,Private,190490,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,15,0,40,United-States,<=50K
68,Private,158123,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,-16,-1,40,United-States,<=50K
41,Private,132267,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Male,-1,0,51,United-States,>50K
41,Private,149071,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,-1,0,40,United-States,<=50K
27,Private,265886,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-26,-1,40,United-States,<=50K
39,Federal-gov,181329,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,-18,-1,40,United-States,<=50K
43,Local-gov,230765,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,-22,1,40,United-States,<=50K
19,Private,135173,9th,7,Never-married,Other-service,Own-child,White,Female,28,0,24,?,<=50K
33,State-gov,190993,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,11,0,40,United-States,>50K
51,?,99638,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,-9,1,20,United-States,<=50K
33,Federal-gov,120112,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,-3,0,40,United-States,<=50K
19,Private,275497,11th,7,Never-married,Priv-house-serv,Not-in-family,White,Female,19,0,40,United-States,<=50K
27,Private,225331,Assoc-acdm,13,Never-married,Prof-specialty,Not-in-family,White,Female,1,0,40,Columbia,<=50K
50,Federal-gov,25107,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,2957,1,40,?,<=50K
61,Local-gov,53720,Masters,9,Never-married,?,Not-in-family,White,Male,3315,0,40,United-States,<=50K
28,State-gov,193718,HS-grad,9,Divorced,Handlers-cleaners,Other-relative,White,Male,3658,0,40,United-States,<=50K
38,Private,229794,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,-2,0,40,United-States,<=50K
40,Private,298666,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Female,-26,0,37,Columbia,<=50K
58,Private,285815,Prof-school,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,8000,0,50,United-States,>50K
42,Private,204919,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1790,58,Dominican-Republic,<=50K
62,Local-gov,215873,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-8,0,40,United-States,<=50K
28,?,262346,Some-college,10,Never-married,?,Own-child,White,Male,18,0,12,United-States,<=50K
46,Self-emp-not-inc,40169,Prof-school,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,18,0,57,United-States,>50K
51,Local-gov,467162,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,7,1902,46,United-States,<=50K
42,Private,246280,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,28,0,50,United-States,<=50K
18,?,193759,Some-college,10,Married-AF-spouse,?,Wife,White,Female,7544,-1,22,United-States,>50K
32,Private,188430,9th,3,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,21,-1,40,Haiti,<=50K
22,Private,103818,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,-18,2301,40,United-States,<=50K
29,Federal-gov,207316,Masters,14,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,14595,0,51,United-States,>50K
23,Federal-gov,177150,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,8,1,51,United-States,<=50K
35,Private,146444,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,-18,0,40,Laos,<=50K
60,Private,193552,Bachelors,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,7621,1848,40,United-States,>50K
66,Self-emp-inc,159594,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,15602,0,45,United-States,>50K
30,Private,231637,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,20,0,55,United-States,>50K
37,Self-emp-not-inc,156669,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,10,1735,40,United-States,<=50K
